         1  10      526.0   800.0   768.5   -45.8  1.0479  3.2079
         2  10       57.2   800.0  -432.6   276.2  0.9065  2.2608
         3  11      525.2  -739.0  -662.9  1000.0  0.4317  2.5394
         4  11       77.2  -373.1  -263.0  1000.0  0.6689  1.2178
         5  10      113.9   571.8   800.0   942.6  0.6654  4.7304
         6  11      153.6  -800.0    45.5  -655.6  1.1282  5.9799
         7  10       27.6   127.2  -800.0   807.0  0.4609  2.3555
         8  11       32.9  -221.2  -747.5  1000.0  0.1594  6.2084
         9  10       34.6   339.8  -800.0   748.2  0.7838  2.7358
        10  11      128.7   788.9   800.0   886.0  0.5197  4.5260
        11  10       63.8   167.6   185.5  1000.0  0.2098  1.7774
        12  11      448.5  -607.0   724.4  1000.0  0.8797  0.6395
        13  11      135.7  -788.2  -603.2  1000.0  0.3784  0.6812
        14  10      189.7   800.0  -523.8  -865.0  0.8261  3.5386
        15  10      783.2  -217.9  -800.0   832.6  0.9215  1.8035
        16  11      211.4  -800.0  -607.7   914.8  0.8207  5.7886
        17  11      548.3  -517.5   720.9  1000.0  0.3760  0.8090
        18  11     1077.3   193.2   495.9  1000.0  0.2487  1.3030
        19  10      209.6   723.1  -100.0  1000.0  0.9276  0.2391
        20  11      244.6  -123.4  -800.0  -487.7  0.9416  2.6353
        21  11       84.7  -336.9   -61.9  1000.0  0.5787  0.8478
        22  10       31.8  -136.6  -353.4  1000.0  0.2543  1.9878
        23  10       19.6  -800.0  -407.0   762.3  0.3635  0.1139
        24  11      110.6   106.8   562.6  1000.0  0.1193  1.8106
        25  10      208.4   -83.3  -368.8  1000.0  0.9640  6.2737
        26  10      102.6  -370.4   476.9  1000.0  0.3535  4.2869
        27  11      116.8  -287.3    -4.3  1000.0  0.3400  5.3986
        28  10      133.8  -800.0  -718.0   150.2  0.2875  6.1861
        29  11      117.2  -237.3  -800.0  -419.4  0.5466  0.9147
        30  10      116.8  -121.9    61.4  1000.0  0.6917  1.8001
        31  11      182.1  -588.4  -800.0   851.4  0.8999  1.1730
        32  10      242.0   126.2   800.0   423.3  1.0170  5.8627
        33  11      115.2   411.8   -10.0  1000.0  0.5997  0.4238
        34  10      105.1   800.0  -380.0    -0.2  1.0274  2.7817
        35  11       28.7  -522.7   769.1  1000.0  0.5153  3.3020
        36  11      804.6   800.0   351.8   671.7  1.2103  2.1982
        37  11      158.9  -245.7  -800.0   182.8  0.8884  0.7329
        38  11      156.7   174.0  -448.2  1000.0  0.5366  0.6615
        39  10      125.4   800.0  -323.6   421.2  0.7321  3.3997
        40  11      154.6  -587.6  -383.9  1000.0  0.4975  1.0033
        41  10      100.3  -518.0   800.0     5.4  0.5021  5.8716
        42  11       38.6  -539.5  -754.6  1000.0  0.6915  3.1957
        43  10      164.4   800.0   390.0   125.9  0.3870  3.8795
        44  10      497.4  -800.0   666.1  -441.6  0.8870  0.5854
        45  11      538.9  -479.8  -800.0   953.7  0.7508  2.3873
        46  10      113.8   800.0  -699.1   587.9  0.4458  2.5153
        47  10       89.5   800.0  -604.8  -674.5  0.6067  3.7204
        48  11      170.8   590.7  -321.3  1000.0  0.6105  1.8563
        49  11       32.2   800.0  -390.0  -431.0  0.4343  3.5999
        50  10       50.1  -433.0  -800.0   639.5  0.8544  0.1427
        51  10      152.6   800.0  -376.8   187.2  0.7371  3.9973
        52  10      244.2  -391.0   800.0   391.9  0.5853  3.5183
        53  10     1207.8   800.0   583.4   863.1  1.3995  2.7492
        54  11       60.6   800.0   420.7   210.7  0.8514  3.6544
        55  11      196.0   800.0  -564.6  -677.7  0.6648  3.3774
        56  10       29.4  -222.5  -613.6  1000.0  0.8477  1.4582
        57  10      509.4  -800.0  -200.8   574.5  0.7651  4.9589
        58  11      398.2   800.0  -530.7   482.6  0.8029  2.4177
        59  11      155.8  -364.4  -139.0  1000.0  0.8622  2.0692
        60  10      129.5  -403.3  -642.0  1000.0  0.4503  0.8428
        61  10      279.8  -284.6  -800.0   403.4  0.6222  2.5170
